filename,path,label,x1,y1,x2,y2
0_6.png,dataset/waldo/0_6.png,1,97.0,20.0,131.0,89.0
0_60.png,dataset/waldo/0_60.png,1,17.0,98.0,42.0,162.0
0_61.png,dataset/waldo/0_61.png,1,125.0,12.0,143.0,48.0
0_62.png,dataset/waldo/0_62.png,1,9.0,70.0,62.0,177.0
0_7.png,dataset/waldo/0_7.png,1,104.0,17.0,126.0,61.0
0_8.png,dataset/waldo/0_8.png,1,125.0,121.0,194.0,202.0
0_9.png,dataset/waldo/0_9.png,1,75.0,36.0,129.0,146.0
100_0.png,dataset/waldo/100_0.png,1,75.0,75.0,128.0,179.0
100_1.png,dataset/waldo/100_1.png,1,104.0,9.0,144.0,25.0
100_10.png,dataset/waldo/100_10.png,1,88.0,68.0,180.0,173.0
100_11.png,dataset/waldo/100_11.png,1,10.0,141.0,34.0,202.0
100_12.png,dataset/waldo/100_12.png,1,77.0,110.0,137.0,170.0
100_13.png,dataset/waldo/100_13.png,1,130.0,15.0,162.0,47.0
100_14.png,dataset/waldo/100_14.png,1,23.0,4.0,71.0,52.0
100_15.png,dataset/waldo/100_15.png,1,61.0,155.0,114.0,216.0
100_16.png,dataset/waldo/100_16.png,1,104.0,135.0,137.0,219.0
100_17.png,dataset/waldo/100_17.png,1,84.0,181.0,125.0,223.0
100_18.png,dataset/waldo/100_18.png,1,138.0,65.0,155.0,98.0
100_19.png,dataset/waldo/100_19.png,1,139.0,24.0,217.0,113.0
100_2.png,dataset/waldo/100_2.png,1,19.0,39.0,49.0,99.0
100_20.png,dataset/waldo/100_20.png,1,77.0,55.0,108.0,92.0
100_21.png,dataset/waldo/100_21.png,1,0.0,57.0,32.0,89.0
100_22.png,dataset/waldo/100_22.png,1,65.0,153.0,117.0,205.0
100_23.png,dataset/waldo/100_23.png,1,45.0,19.0,119.0,93.0
100_24.png,dataset/waldo/100_24.png,1,107.0,45.0,157.0,95.0
100_25.png,dataset/waldo/100_25.png,1,43.0,115.0,75.0,197.0
100_26.png,dataset/waldo/100_26.png,1,90.0,135.0,157.0,212.0
100_27.png,dataset/waldo/100_27.png,1,189.0,80.0,217.0,137.0
100_28.png,dataset/waldo/100_28.png,1,15.0,34.0,77.0,107.0
100_29.png,dataset/waldo/100_29.png,1,96.0,78.0,140.0,130.0
100_3.png,dataset/waldo/100_3.png,1,88.0,24.0,144.0,134.0
100_30.png,dataset/waldo/100_30.png,1,100.0,20.0,151.0,120.0
100_31.png,dataset/waldo/100_31.png,1,104.0,66.0,157.0,119.0
100_32.png,dataset/waldo/100_32.png,1,61.0,96.0,127.0,163.0
100_33.png,dataset/waldo/100_33.png,1,25.0,3.0,82.0,60.0
100_34.png,dataset/waldo/100_34.png,1,10.0,22.0,44.0,56.0
100_35.png,dataset/waldo/100_35.png,1,155.0,15.0,197.0,57.0
100_36.png,dataset/waldo/100_36.png,1,139.0,133.0,210.0,203.0
100_37.png,dataset/waldo/100_37.png,1,17.0,5.0,47.0,40.0
100_38.png,dataset/waldo/100_38.png,1,39.0,13.0,86.0,67.0
100_39.png,dataset/waldo/100_39.png,1,120.0,31.0,149.0,105.0
100_4.png,dataset/waldo/100_4.png,1,89.0,56.0,125.0,98.0
100_40.png,dataset/waldo/100_40.png,1,2.0,127.0,37.0,163.0
100_41.png,dataset/waldo/100_41.png,1,1.0,56.0,77.0,132.0
100_42.png,dataset/waldo/100_42.png,1,27.0,70.0,74.0,165.0
100_43.png,dataset/waldo/100_43.png,1,142.0,64.0,198.0,120.0
100_44.png,dataset/waldo/100_44.png,1,91.0,35.0,117.0,86.0
100_45.png,dataset/waldo/100_45.png,1,164.0,54.0,217.0,108.0
100_46.png,dataset/waldo/100_46.png,1,3.0,50.0,71.0,130.0
100_47.png,dataset/waldo/100_47.png,1,1.0,95.0,84.0,193.0
100_48.png,dataset/waldo/100_48.png,1,50.0,48.0,76.0,101.0
100_49.png,dataset/waldo/100_49.png,1,96.0,59.0,124.0,131.0
100_5.png,dataset/waldo/100_5.png,1,20.0,99.0,113.0,206.0
100_50.png,dataset/waldo/100_50.png,1,50.0,94.0,88.0,137.0
100_51.png,dataset/waldo/100_51.png,1,10.0,15.0,26.0,57.0
100_52.png,dataset/waldo/100_52.png,1,60.0,35.0,139.0,114.0
100_53.png,dataset/waldo/100_53.png,1,32.0,97.0,59.0,167.0
100_54.png,dataset/waldo/100_54.png,1,52.0,27.0,98.0,73.0
100_55.png,dataset/waldo/100_55.png,1,42.0,19.0,88.0,72.0
100_56.png,dataset/waldo/100_56.png,1,77.0,137.0,133.0,193.0
100_57.png,dataset/waldo/100_57.png,1,93.0,23.0,180.0,125.0
100_58.png,dataset/waldo/100_58.png,1,59.0,152.0,125.0,218.0
100_59.png,dataset/waldo/100_59.png,1,2.0,20.0,20.0,56.0
100_6.png,dataset/waldo/100_6.png,1,38.0,133.0,77.0,172.0
100_60.png,dataset/waldo/100_60.png,1,52.0,4.0,71.0,43.0
100_61.png,dataset/waldo/100_61.png,1,90.0,112.0,146.0,168.0
100_62.png,dataset/waldo/100_62.png,1,45.0,127.0,74.0,202.0
100_7.png,dataset/waldo/100_7.png,1,153.0,4.0,205.0,65.0
100_8.png,dataset/waldo/100_8.png,1,77.0,126.0,112.0,167.0
100_9.png,dataset/waldo/100_9.png,1,44.0,60.0,76.0,126.0
101_0.png,dataset/waldo/101_0.png,1,101.0,55.0,179.0,144.0
101_1.png,dataset/waldo/101_1.png,1,44.0,96.0,119.0,133.0
101_10.png,dataset/waldo/101_10.png,1,29.0,172.0,62.0,211.0
101_11.png,dataset/waldo/101_11.png,1,10.0,47.0,89.0,126.0
101_12.png,dataset/waldo/101_12.png,1,102.0,36.0,177.0,111.0
101_13.png,dataset/waldo/101_13.png,1,130.0,83.0,190.0,143.0
101_14.png,dataset/waldo/101_14.png,1,4.0,86.0,41.0,181.0
101_15.png,dataset/waldo/101_15.png,1,172.0,105.0,207.0,141.0
101_16.png,dataset/waldo/101_16.png,1,109.0,111.0,165.0,177.0
101_17.png,dataset/waldo/101_17.png,1,176.0,93.0,205.0,151.0
101_18.png,dataset/waldo/101_18.png,1,69.0,71.0,86.0,115.0
101_19.png,dataset/waldo/101_19.png,1,98.0,140.0,121.0,187.0
101_2.png,dataset/waldo/101_2.png,1,82.0,135.0,132.0,194.0
101_20.png,dataset/waldo/101_20.png,1,105.0,38.0,144.0,114.0
101_21.png,dataset/waldo/101_21.png,1,152.0,49.0,187.0,84.0
101_22.png,dataset/waldo/101_22.png,1,56.0,15.0,128.0,87.0
101_23.png,dataset/waldo/101_23.png,1,86.0,49.0,104.0,84.0
101_24.png,dataset/waldo/101_24.png,1,112.0,34.0,143.0,65.0
101_25.png,dataset/waldo/101_25.png,1,38.0,104.0,111.0,188.0
101_26.png,dataset/waldo/101_26.png,1,84.0,80.0,134.0,139.0
101_27.png,dataset/waldo/101_27.png,1,28.0,20.0,72.0,107.0
101_28.png,dataset/waldo/101_28.png,1,46.0,104.0,98.0,206.0
101_29.png,dataset/waldo/101_29.png,1,147.0,111.0,179.0,149.0
101_3.png,dataset/waldo/101_3.png,1,14.0,55.0,66.0,108.0
101_30.png,dataset/waldo/101_30.png,1,14.0,100.0,80.0,167.0
101_31.png,dataset/waldo/101_31.png,1,148.0,110.0,195.0,157.0
101_32.png,dataset/waldo/101_32.png,1,5.0,81.0,41.0,117.0
101_33.png,dataset/waldo/101_33.png,1,41.0,40.0,115.0,125.0
101_34.png,dataset/waldo/101_34.png,1,124.0,85.0,167.0,128.0
101_35.png,dataset/waldo/101_35.png,1,81.0,169.0,126.0,221.0
101_36.png,dataset/waldo/101_36.png,1,95.0,66.0,136.0,107.0
101_37.png,dataset/waldo/101_37.png,1,165.0,16.0,209.0,66.0
101_38.png,dataset/waldo/101_38.png,1,50.0,100.0,82.0,137.0
101_39.png,dataset/waldo/101_39.png,1,128.0,67.0,156.0,95.0
101_4.png,dataset/waldo/101_4.png,1,61.0,31.0,87.0,82.0
101_40.png,dataset/waldo/101_40.png,1,110.0,15.0,157.0,63.0
101_41.png,dataset/waldo/101_41.png,1,106.0,118.0,121.0,156.0
101_42.png,dataset/waldo/101_42.png,1,76.0,85.0,122.0,125.0
101_43.png,dataset/waldo/101_43.png,1,170.0,112.0,198.0,126.0
101_44.png,dataset/waldo/101_44.png,1,91.0,12.0,115.0,59.0
101_45.png,dataset/waldo/101_45.png,1,53.0,93.0,134.0,174.0
101_46.png,dataset/waldo/101_46.png,1,168.0,88.0,201.0,172.0
101_47.png,dataset/waldo/101_47.png,1,147.0,160.0,161.0,196.0
101_48.png,dataset/waldo/101_48.png,1,126.0,81.0,149.0,139.0
101_49.png,dataset/waldo/101_49.png,1,169.0,29.0,207.0,74.0
101_5.png,dataset/waldo/101_5.png,1,72.0,63.0,115.0,114.0
101_50.png,dataset/waldo/101_50.png,1,35.0,60.0,64.0,94.0
101_51.png,dataset/waldo/101_51.png,1,58.0,16.0,91.0,102.0
101_52.png,dataset/waldo/101_52.png,1,115.0,163.0,144.0,192.0
101_53.png,dataset/waldo/101_53.png,1,121.0,133.0,181.0,163.0
101_54.png,dataset/waldo/101_54.png,1,65.0,98.0,121.0,154.0
101_55.png,dataset/waldo/101_55.png,1,92.0,2.0,130.0,45.0
101_56.png,dataset/waldo/101_56.png,1,114.0,134.0,202.0,222.0
101_57.png,dataset/waldo/101_57.png,1,27.0,69.0,73.0,115.0
101_58.png,dataset/waldo/101_58.png,1,46.0,7.0,155.0,49.0
101_59.png,dataset/waldo/101_59.png,1,68.0,112.0,123.0,139.0
101_6.png,dataset/waldo/101_6.png,1,59.0,115.0,165.0,221.0
101_60.png,dataset/waldo/101_60.png,1,13.0,45.0,34.0,98.0
101_61.png,dataset/waldo/101_61.png,1,10.0,2.0,102.0,94.0
101_62.png,dataset/waldo/101_62.png,1,120.0,49.0,167.0,104.0
101_7.png,dataset/waldo/101_7.png,1,103.0,13.0,148.0,102.0
101_8.png,dataset/waldo/101_8.png,1,108.0,15.0,167.0,85.0
101_9.png,dataset/waldo/101_9.png,1,103.0,62.0,124.0,105.0
102_0.png,dataset/waldo/102_0.png,1,96.0,153.0,110.0,188.0
102_1.png,dataset/waldo/102_1.png,1,16.0,101.0,71.0,156.0
102_10.png,dataset/waldo/102_10.png,1,61.0,59.0,119.0,127.0
102_11.png,dataset/waldo/102_11.png,1,64.0,33.0,125.0,94.0
102_12.png,dataset/waldo/102_12.png,1,96.0,1.0,167.0,72.0
102_13.png,dataset/waldo/102_13.png,1,38.0,35.0,124.0,136.0
102_14.png,dataset/waldo/102_14.png,1,167.0,109.0,219.0,161.0
102_15.png,dataset/waldo/102_15.png,1,66.0,108.0,108.0,216.0
102_16.png,dataset/waldo/102_16.png,1,109.0,41.0,181.0,126.0
102_17.png,dataset/waldo/102_17.png,1,148.0,181.0,162.0,217.0
102_18.png,dataset/waldo/102_18.png,1,73.0,80.0,103.0,115.0
102_19.png,dataset/waldo/102_19.png,1,168.0,88.0,212.0,140.0
102_2.png,dataset/waldo/102_2.png,1,82.0,143.0,97.0,174.0
102_20.png,dataset/waldo/102_20.png,1,63.0,35.0,88.0,65.0
102_21.png,dataset/waldo/102_21.png,1,24.0,21.0,48.0,84.0
102_22.png,dataset/waldo/102_22.png,1,125.0,98.0,177.0,150.0
102_23.png,dataset/waldo/102_23.png,1,121.0,95.0,178.0,152.0
102_24.png,dataset/waldo/102_24.png,1,53.0,53.0,95.0,160.0
102_25.png,dataset/waldo/102_25.png,1,29.0,85.0,74.0,176.0
102_26.png,dataset/waldo/102_26.png,1,90.0,52.0,114.0,101.0
102_27.png,dataset/waldo/102_27.png,1,44.0,31.0,87.0,119.0
102_28.png,dataset/waldo/102_28.png,1,112.0,64.0,137.0,129.0
102_29.png,dataset/waldo/102_29.png,1,63.0,37.0,88.0,101.0
102_3.png,dataset/waldo/102_3.png,1,82.0,179.0,104.0,222.0
102_30.png,dataset/waldo/102_30.png,1,45.0,172.0,60.0,201.0
102_31.png,dataset/waldo/102_31.png,1,12.0,116.0,40.0,144.0
102_32.png,dataset/waldo/102_32.png,1,113.0,75.0,177.0,139.0
102_33.png,dataset/waldo/102_33.png,1,128.0,55.0,158.0,85.0
102_34.png,dataset/waldo/102_34.png,1,125.0,104.0,184.0,163.0
102_35.png,dataset/waldo/102_35.png,1,144.0,66.0,212.0,125.0
102_36.png,dataset/waldo/102_36.png,1,31.0,128.0,67.0,201.0
102_37.png,dataset/waldo/102_37.png,1,158.0,136.0,176.0,171.0
102_38.png,dataset/waldo/102_38.png,1,20.0,26.0,55.0,95.0
102_39.png,dataset/waldo/102_39.png,1,20.0,109.0,52.0,173.0
102_4.png,dataset/waldo/102_4.png,1,47.0,81.0,74.0,135.0
102_40.png,dataset/waldo/102_40.png,1,111.0,139.0,162.0,191.0
102_41.png,dataset/waldo/102_41.png,1,26.0,31.0,94.0,99.0
102_42.png,dataset/waldo/102_42.png,1,59.0,124.0,127.0,192.0
102_43.png,dataset/waldo/102_43.png,1,93.0,19.0,169.0,95.0
102_44.png,dataset/waldo/102_44.png,1,128.0,98.0,189.0,160.0
102_45.png,dataset/waldo/102_45.png,1,55.0,177.0,90.0,217.0
102_46.png,dataset/waldo/102_46.png,1,170.0,133.0,214.0,178.0
102_47.png,dataset/waldo/102_47.png,1,108.0,24.0,142.0,63.0
102_48.png,dataset/waldo/102_48.png,1,145.0,113.0,165.0,153.0
102_49.png,dataset/waldo/102_49.png,1,2.0,66.0,49.0,121.0
102_5.png,dataset/waldo/102_5.png,1,48.0,62.0,129.0,157.0
102_50.png,dataset/waldo/102_50.png,1,3.0,113.0,33.0,147.0
102_51.png,dataset/waldo/102_51.png,1,12.0,33.0,53.0,74.0
102_52.png,dataset/waldo/102_52.png,1,104.0,118.0,140.0,154.0
102_53.png,dataset/waldo/102_53.png,1,125.0,61.0,194.0,130.0
102_54.png,dataset/waldo/102_54.png,1,174.0,51.0,213.0,151.0
102_55.png,dataset/waldo/102_55.png,1,143.0,91.0,178.0,180.0
102_56.png,dataset/waldo/102_56.png,1,83.0,106.0,147.0,170.0
102_57.png,dataset/waldo/102_57.png,1,81.0,16.0,136.0,72.0
102_58.png,dataset/waldo/102_58.png,1,34.0,118.0,64.0,195.0
102_59.png,dataset/waldo/102_59.png,1,121.0,80.0,185.0,144.0
102_6.png,dataset/waldo/102_6.png,1,18.0,13.0,84.0,79.0
102_60.png,dataset/waldo/102_60.png,1,147.0,148.0,180.0,182.0
102_61.png,dataset/waldo/102_61.png,1,123.0,17.0,221.0,55.0
102_62.png,dataset/waldo/102_62.png,1,9.0,113.0,52.0,198.0
102_7.png,dataset/waldo/102_7.png,1,108.0,92.0,188.0,184.0
102_8.png,dataset/waldo/102_8.png,1,27.0,21.0,76.0,117.0
102_9.png,dataset/waldo/102_9.png,1,103.0,121.0,177.0,196.0
103_0.png,dataset/waldo/103_0.png,1,37.0,43.0,114.0,131.0
103_1.png,dataset/waldo/103_1.png,1,27.0,2.0,78.0,54.0
103_10.png,dataset/waldo/103_10.png,1,37.0,22.0,72.0,111.0
103_11.png,dataset/waldo/103_11.png,1,11.0,149.0,74.0,181.0
103_12.png,dataset/waldo/103_12.png,1,57.0,36.0,80.0,95.0
103_13.png,dataset/waldo/103_13.png,1,39.0,145.0,84.0,190.0
103_14.png,dataset/waldo/103_14.png,1,42.0,66.0,145.0,117.0
103_15.png,dataset/waldo/103_15.png,1,40.0,0.0,57.0,35.0
103_16.png,dataset/waldo/103_16.png,1,129.0,95.0,168.0,195.0
103_17.png,dataset/waldo/103_17.png,1,150.0,103.0,183.0,170.0
103_18.png,dataset/waldo/103_18.png,1,99.0,85.0,175.0,172.0
103_19.png,dataset/waldo/103_19.png,1,21.0,25.0,36.0,56.0
103_2.png,dataset/waldo/103_2.png,1,102.0,26.0,136.0,66.0
103_20.png,dataset/waldo/103_20.png,1,48.0,89.0,112.0,165.0
103_21.png,dataset/waldo/103_21.png,1,1.0,126.0,52.0,177.0
103_22.png,dataset/waldo/103_22.png,1,33.0,83.0,62.0,116.0
103_23.png,dataset/waldo/103_23.png,1,55.0,99.0,143.0,188.0
103_24.png,dataset/waldo/103_24.png,1,46.0,45.0,119.0,118.0
103_25.png,dataset/waldo/103_25.png,1,27.0,111.0,66.0,151.0
103_26.png,dataset/waldo/103_26.png,1,110.0,165.0,133.0,223.0
103_27.png,dataset/waldo/103_27.png,1,110.0,25.0,172.0,96.0
103_28.png,dataset/waldo/103_28.png,1,25.0,133.0,47.0,177.0
103_29.png,dataset/waldo/103_29.png,1,79.0,155.0,95.0,187.0
103_3.png,dataset/waldo/103_3.png,1,83.0,23.0,102.0,72.0
103_30.png,dataset/waldo/103_30.png,1,15.0,65.0,87.0,138.0
103_31.png,dataset/waldo/103_31.png,1,92.0,148.0,138.0,194.0
103_32.png,dataset/waldo/103_32.png,1,59.0,99.0,86.0,152.0
103_33.png,dataset/waldo/103_33.png,1,86.0,132.0,145.0,191.0
103_34.png,dataset/waldo/103_34.png,1,78.0,98.0,153.0,173.0
103_35.png,dataset/waldo/103_35.png,1,72.0,107.0,116.0,193.0
103_36.png,dataset/waldo/103_36.png,1,37.0,89.0,64.0,158.0
103_37.png,dataset/waldo/103_37.png,1,179.0,114.0,217.0,189.0
103_38.png,dataset/waldo/103_38.png,1,112.0,76.0,164.0,179.0
103_39.png,dataset/waldo/103_39.png,1,17.0,139.0,43.0,205.0
103_4.png,dataset/waldo/103_4.png,1,48.0,71.0,79.0,150.0
103_40.png,dataset/waldo/103_40.png,1,78.0,47.0,107.0,106.0
103_41.png,dataset/waldo/103_41.png,1,70.0,47.0,108.0,145.0
103_42.png,dataset/waldo/103_42.png,1,13.0,144.0,111.0,194.0
103_43.png,dataset/waldo/103_43.png,1,65.0,21.0,103.0,54.0
103_44.png,dataset/waldo/103_44.png,1,100.0,120.0,182.0,202.0
103_45.png,dataset/waldo/103_45.png,1,19.0,141.0,89.0,211.0
103_46.png,dataset/waldo/103_46.png,1,116.0,135.0,174.0,194.0
103_47.png,dataset/waldo/103_47.png,1,14.0,39.0,30.0,81.0
103_48.png,dataset/waldo/103_48.png,1,139.0,86.0,170.0,147.0
103_49.png,dataset/waldo/103_49.png,1,122.0,161.0,152.0,221.0
103_5.png,dataset/waldo/103_5.png,1,25.0,11.0,48.0,70.0
103_50.png,dataset/waldo/103_50.png,1,133.0,28.0,194.0,100.0
103_51.png,dataset/waldo/103_51.png,1,92.0,18.0,124.0,55.0
103_52.png,dataset/waldo/103_52.png,1,148.0,11.0,174.0,63.0
103_53.png,dataset/waldo/103_53.png,1,126.0,75.0,177.0,127.0
103_54.png,dataset/waldo/103_54.png,1,129.0,15.0,201.0,87.0
103_55.png,dataset/waldo/103_55.png,1,172.0,136.0,205.0,220.0
103_56.png,dataset/waldo/103_56.png,1,86.0,48.0,123.0,85.0
103_57.png,dataset/waldo/103_57.png,1,36.0,172.0,86.0,222.0
103_58.png,dataset/waldo/103_58.png,1,132.0,37.0,189.0,93.0
103_59.png,dataset/waldo/103_59.png,1,116.0,54.0,163.0,101.0
103_6.png,dataset/waldo/103_6.png,1,104.0,38.0,175.0,109.0
103_60.png,dataset/waldo/103_60.png,1,92.0,38.0,156.0,111.0
103_61.png,dataset/waldo/103_61.png,1,149.0,20.0,187.0,97.0
103_62.png,dataset/waldo/103_62.png,1,38.0,47.0,74.0,88.0
103_7.png,dataset/waldo/103_7.png,1,142.0,77.0,216.0,162.0
103_8.png,dataset/waldo/103_8.png,1,153.0,102.0,199.0,193.0
103_9.png,dataset/waldo/103_9.png,1,165.0,64.0,216.0,122.0
104_0.png,dataset/waldo/104_0.png,1,138.0,20.0,192.0,82.0
104_1.png,dataset/waldo/104_1.png,1,5.0,113.0,41.0,186.0
104_10.png,dataset/waldo/104_10.png,1,56.0,13.0,84.0,84.0
104_11.png,dataset/waldo/104_11.png,1,81.0,32.0,127.0,79.0
104_12.png,dataset/waldo/104_12.png,1,63.0,2.0,112.0,99.0
104_13.png,dataset/waldo/104_13.png,1,66.0,4.0,174.0,57.0
104_14.png,dataset/waldo/104_14.png,1,18.0,139.0,48.0,169.0
104_15.png,dataset/waldo/104_15.png,1,91.0,29.0,157.0,107.0
104_16.png,dataset/waldo/104_16.png,1,51.0,91.0,94.0,142.0
104_17.png,dataset/waldo/104_17.png,1,59.0,43.0,72.0,77.0
104_18.png,dataset/waldo/104_18.png,1,126.0,7.0,166.0,85.0
104_19.png,dataset/waldo/104_19.png,1,84.0,140.0,121.0,182.0
104_2.png,dataset/waldo/104_2.png,1,121.0,119.0,150.0,177.0
104_20.png,dataset/waldo/104_20.png,1,151.0,36.0,176.0,85.0
104_21.png,dataset/waldo/104_21.png,1,6.0,27.0,88.0,109.0
104_22.png,dataset/waldo/104_22.png,1,111.0,144.0,169.0,173.0
104_23.png,dataset/waldo/104_23.png,1,94.0,24.0,143.0,73.0
104_24.png,dataset/waldo/104_24.png,1,100.0,52.0,130.0,112.0
104_25.png,dataset/waldo/104_25.png,1,67.0,62.0,107.0,166.0
104_26.png,dataset/waldo/104_26.png,1,123.0,139.0,155.0,171.0
104_27.png,dataset/waldo/104_27.png,1,89.0,30.0,101.0,61.0
104_28.png,dataset/waldo/104_28.png,1,47.0,121.0,98.0,173.0
104_29.png,dataset/waldo/104_29.png,1,88.0,25.0,168.0,117.0
104_3.png,dataset/waldo/104_3.png,1,110.0,107.0,166.0,171.0
104_30.png,dataset/waldo/104_30.png,1,106.0,42.0,121.0,72.0
104_31.png,dataset/waldo/104_31.png,1,163.0,128.0,216.0,182.0
104_32.png,dataset/waldo/104_32.png,1,121.0,60.0,178.0,117.0
104_33.png,dataset/waldo/104_33.png,1,118.0,123.0,186.0,191.0
104_34.png,dataset/waldo/104_34.png,1,108.0,29.0,151.0,117.0
104_35.png,dataset/waldo/104_35.png,1,85.0,89.0,131.0,143.0
104_36.png,dataset/waldo/104_36.png,1,18.0,97.0,83.0,130.0
104_37.png,dataset/waldo/104_37.png,1,79.0,132.0,107.0,160.0
104_38.png,dataset/waldo/104_38.png,1,31.0,65.0,69.0,163.0
104_39.png,dataset/waldo/104_39.png,1,85.0,81.0,139.0,187.0
104_4.png,dataset/waldo/104_4.png,1,83.0,98.0,137.0,153.0
104_40.png,dataset/waldo/104_40.png,1,43.0,46.0,72.0,104.0
104_41.png,dataset/waldo/104_41.png,1,170.0,140.0,216.0,186.0
104_42.png,dataset/waldo/104_42.png,1,153.0,56.0,192.0,95.0
104_43.png,dataset/waldo/104_43.png,1,137.0,119.0,183.0,165.0
104_44.png,dataset/waldo/104_44.png,1,64.0,176.0,98.0,210.0
104_45.png,dataset/waldo/104_45.png,1,40.0,144.0,107.0,211.0
104_46.png,dataset/waldo/104_46.png,1,118.0,21.0,220.0,123.0
104_47.png,dataset/waldo/104_47.png,1,75.0,99.0,116.0,141.0
104_48.png,dataset/waldo/104_48.png,1,79.0,62.0,111.0,100.0
104_49.png,dataset/waldo/104_49.png,1,59.0,162.0,83.0,210.0
104_5.png,dataset/waldo/104_5.png,1,34.0,80.0,87.0,141.0
104_50.png,dataset/waldo/104_50.png,1,12.0,109.0,39.0,163.0
104_51.png,dataset/waldo/104_51.png,1,110.0,115.0,184.0,189.0
104_52.png,dataset/waldo/104_52.png,1,55.0,153.0,161.0,194.0
104_53.png,dataset/waldo/104_53.png,1,104.0,75.0,198.0,157.0
104_54.png,dataset/waldo/104_54.png,1,166.0,90.0,222.0,146.0
104_55.png,dataset/waldo/104_55.png,1,112.0,28.0,167.0,93.0
